"rank","property_id","address","latitude","longitude","price","currency","bedrooms","bathrooms","area_sqft","land_area_sqft","listing_agent_name","listing_broker_name","other_agents","redfin_estimate","estimate_mortgage","days_on_market","year_built","property_type","property_style","sold_date","status","mls_number","image_urls","description","input_url","property_url","listing_page_url"
"191","1855657","2524 E 15Th St, Oakland, CA 94601","37.7827697","-122.2322182","600000","USD","3","2","1600","4000","Stella Hui","Coldwell Banker Realty","","611003","","","1906","Single Family Residential","","","Sold","40944110","https://ssl.cdn-redfin.com/photo/10/bigphoto/110/40944110_6.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","*Awaiting your imagination and creativity! This turn of the century craftsman features a welcoming foyer w/period wooden details while abundant natural light brightens the living room & the adjoining dining/family room w/built-in bookcase* Glass panel doors open up to a spacious eat-in kitchen w/pantry & a full bath* Up the antique staircase nestles 3 sizable bedrooms & airy full bath with double sinks*Front big bedroom highlighted by knotty wood panel walls & four closets* Big detached storage room could be an art studio, workshop, mancave or ADU* Partially upgraded plumbing * Spacious patio for entertaining* Room for gardening* Enclosed sunporch offers space for play area/yoga/meditation* Rear decking w/access to the laundry room* Gated parking* Great potential for expansion/reconfiguration* Close proximity to Fruitvale BART Station/ shopping/ eateries* EZ access to I-880/580* Don't miss this amazing opportunity of realizing your American dream or expanding your investment portfolio!","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/2524-E-15th-St-94601/home/1855657","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-2"
"893","610156","5824 Saint Paul Ct, Oakland, CA 94618","37.8355155","-122.2241954","2300000","USD","3","3","2670","6096","Adele Gillis","The GRUBB Company","","2310159","","","1946","Single Family Residential","","","Sold","40939217","https://ssl.cdn-redfin.com/photo/10/bigphoto/217/40939217_0.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Modern convenience, elegance, and an open floor plan await you in this updated Traditional home. While the street side charms you with its romantic split-level architecture, the inside surprises you: A bright living room welcomes you in, with a cozy fireplace, built-ins, gorgeous hardwood floors, and an expanse of windows overlooking Saint Paul Court. A chic, modern, eat-in kitchen opens to a sun-filled family room, with another fireplace, more built-ins, and huge French doors that open onto the backyard and patio. Two amazing bonus rooms and a full bath complete the downstairs area, and can be conveniently used as home offices, a movie room, guest suite, or exercise studio. Upstairs, on their own floor, you’ll find a splendid primary suite, with Juliette balcony overlooking the backyard, two more bedrooms, another full bathroom, and a glimpse of the Bay. Convenient to Hillcrest & CPS schools, College Ave shops & restaurants, Rockridge BART, Lake Temescal, Montclair Village, and more.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/5824-St-Paul-Ct-94618/home/610156","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-8"
"482","690995","1510 Grizzly Peak Blvd, Berkeley, CA 94708","37.8820827","-122.2472426","880000","USD","2","2.5","1406","5226","Andrew de Vries","Berkshire Hathaway-Franciscan","","899961","","","1956","Single Family Residential","Contemporary, Mid-Century","14-04-2021","Closed","421524811","https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_1_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_2_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_3_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_4_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_5_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_6_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_7_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_8_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_9_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_10_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_11_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_12_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_13_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_14_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_15_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_16_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_17_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_18_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_19_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_20_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_21_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_22_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_23_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_24_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_25_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_26_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_27_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_28_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_29_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_30_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_31_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_32_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_33_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_34_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_35_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_36_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_37_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_38_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_39_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_40_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_41_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_42_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/811/421524811_43_0.jpg","Rare 2BD/2.5BA vintage Mid-Century Contemporary two-story project home, with detached garage with bonus studio/office space, in a lovely Berkeley locale, close to the Lawrence Hall of Science, Tilden Park and Berkeley's Northside. 1510 Grizzly Peak features a FLR with floor-to-ceiling windows and view balcony w/Canyon views, an adjoining dining area, a galley kitchen, and a full guest bath off the formal entry, all on the main living level. Downstairs are 2 ample BDs w/floor-to-ceiling windows, and a 2nd full BA, PLUS a bonus room off the hallway for hobbies or storage. The home is nestled on a 5,226 Sq Ft lot that features a private rear patio, a terraced yard ready for gardening, and a two-car garage at the top of the lot with a bonus studio/home office and bath. Overall, this offering represents a prime opportunity for handy Mid-Century enthusiasts & professional investors looking for a home in need of substantial rehab and/or possibly expand to their exact tastes & specifications.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Berkeley/1510-Grizzly-Peak-Blvd-94708/home/690995","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-5"
"708","1096879","5885 Ocean View Dr, Oakland, CA 94618","37.8454925","-122.2457801","1355000","USD","2","2","1415","3824","Vivian Ho","eXp Realty of California","","1352944","","","1940","Single Family Residential","","","Sold","40938379","https://ssl.cdn-redfin.com/photo/10/bigphoto/379/40938379_3.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Charming corner home features two bedroom, two bathroom. Freshly painted and ready for its next owner and their vision! Close to Rockridge BART and HWY 13. Short distance to College Ave eateries and shops. All information and images should be independently reviewed and verified for accuracy.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/5885-Ocean-View-Dr-94618/home/1096879","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-7"
"570","963581","3574 Calandria Ave, Oakland, CA 94605","37.7592048","-122.1500119","1050000","USD","3","2","1847","6858","Paul LeJoy","Century 21 Pacific Realty","","1112067","","","1948","Single Family Residential","","","Sold","40937610","https://ssl.cdn-redfin.com/photo/10/bigphoto/610/40937610_0.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Newly renovated 3 bedroom and 2 bath home in the serene neighborhood of Oak Knoll Hills. Home features an open concept with plenty of natural light, spacious and modern kitchen, in unit laundry room, contemporary bathrooms, large bedrooms and new appliances. Second floor features a luxurious suite with its own private entrance and can be used as an office, second master bedroom, income producing Airbnb or explore the opportunities of converting suite into a rental. Escape to the outdoors by relaxing on the upper and lower decks with nature views or hanging out in the large back yard. Home is less than 5 minutes away from Oakland Zoo, a few minutes away from all major freeways and BART train and neighbors the amazing Oak Knoll Project (currently under construction) that plans to feature new parks, shopping and community center. Make this beautiful home in the dynamic Oak Knoll community yours today!","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/3574-Calandria-Ave-94605/home/963581","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-6"
"174","1227136","10811 Packard St #142, Oakland, CA 94603","37.738191","-122.162358","651549","USD","3","2","1734","","","","","651549","","","2002","Condo/Co-op","","","Sold","","https://ssl.cdn-redfin.com/photo/10/bigphoto/335/40831335_3.jpg | | | | | | | | | | | | | | | | |","","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/10811-Packard-St-94603/unit-142/home/1227136","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-2"
"918","1671850","6065 Mazuela Dr, Oakland, CA 94611","37.8342651","-122.2082811","2570000","USD","5","3.5","4117","13402","CHRISTOPHER CLARK","Compass","DEREK MOULAISON - Compass","2586498","","","1994","Single Family Residential","","","Sold","40936090","https://ssl.cdn-redfin.com/photo/10/bigphoto/090/40936090_2.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Exceptional, contemporary, serene, and accessible, 6065 Mazuela Dr offers the best of Montclair and Oakland Hills living. Luxurious and grand home featuring a generous, flowing floor plan with exquisite finishes and panoramic Bay Views from nearly every room. Tastefully updated w/ open, bright 2-level floor plan, home features 5 bedrooms, 3 full baths and 1 half bath across 4,117+/- sf. Grand entrance with high ceilings welcomes you to this exceptional home and into spacious living room with fireplace and wet bar. Corner home office offers the ideal spot to conduct business while gazing at the SF Bay. Eat-in Chef’s kitchen boasts premium upgrades including Sub-Zero fridge, flows into a generous family room. Separate formal dining room, laundry room, bedroom, 1.5 baths, and 3-car garage rounds out 1st floor. 2nd story features a luxurious owners’ ensuite with fireplace, walk-in closet, and exquisite master bath with dual vanity, spa tub, and separate shower along with 3 more bedrooms.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/6065-Mazuela-Dr-94611/home/1671850","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-9"
"713","562158","4629 Davenport Ave, Oakland, CA 94619","37.7887368","-122.1839396","1375000","USD","4","2","2016","12972","Debbi DiMaggio Betta","BHG HIGHLAND PARTNERS","ADAM R. BETTA - BHG HIGHLAND PARTNERS","1388702","","","1936","Single Family Residential","","","Sold","40937473","https://ssl.cdn-redfin.com/photo/10/bigphoto/473/40937473_0.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Stylish Mid-Century with sparkling San Francisco Bay views situated on a large lot just over a quarter acre; ideal for the urban farmer. Four bedrooms with two updated baths, Pella windows, hardwood floors plus a formal living room with fireplace which leads out sliding doors to a large wraparound deck with outdoor seating and grilling areas convenient to the open kitchen with granite counters and stainless appliances. The adjacent dining area looks out to the magical views to enjoy while dining in. Layout as follows: The main level includes 3 bedrooms and 1 full bath. The lower level includes the 4th bedroom or home office plus a spacious rumpus room that leads out to the expansive garden with swinging chair, multiple outdoor seating areas, a trampoline and lawn area. Additionally, the home includes ample basement storage, a shed and 2 car garage. Easily accessible to both highways 13 and 580.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/4629-Davenport-Ave-94619/home/562158","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-7"
"175","1570622","288 Whitmore #327, Oakland, CA 94611","37.8336052","-122.2519622","595000","USD","1","1","785","","Andrea Chopp","Redfin","","602268","","","1976","Condo/Co-op","","02-04-2021","Sold","40943982","https://ssl.cdn-redfin.com/photo/10/bigphoto/982/40943982_1.jpg","For comp purposes only.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/288-Whitmore-St-94611/unit-327/home/1570622","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-2"
"57","1243936","459 Almanza Dr, Oakland, CA 94603","37.7283741","-122.1786183","460000","USD","3","1","1147","4428","Leah Chen","Sterling Real Estate","","476656","","","1945","Single Family Residential","","16-04-2021","Closed","421526913","https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_1_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_2_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_3_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_4_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_5_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_6_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_7_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_8_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_9_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_10_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_11_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_12_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_13_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_14_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_15_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_16_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_17_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_18_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_19_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_20_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_21_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_22_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_23_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/913/421526913_24_0.jpg","Opportunity Knocks! Cozy family home corner lot in Oakland with 4 bedrooms and 2 bathrooms, wood flooring in bedrooms, good sized kitchen with dining area and tile flooring. Close to Oakland Airport, Bart, public transportation and freeway. Seller did not live in the home and cannot warrant physical condition. All information and images should be independently reviewed and verified for accuracy.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/459-Almanza-Dr-94603/home/1243936","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848"
"442","22956763","1464 34th St, Oakland, CA 94608","37.8257722","-122.2857579","833999","USD","3","2","1646","","MATTHEW VANCE","eXp Realty of California","PETER ASHBAUGH - eXp Realty of California","843429","","","2002","Condo/Co-op","","","Sold","40935178","https://ssl.cdn-redfin.com/photo/10/bigphoto/178/40935178_0.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Stunning and spacious condo on the Oakland/Emeryville border! Features three bedrooms plus a loft, perfect for working from home. Delightful upgrades including custom lighting, radiant heat, and new carpet. The main level features a great room with 20+ foot ceilings, an upgraded chef’s kitchen, and laundry. This open layout is perfect for entertaining. A large bedroom with a walk-in closet and a gorgeous bath remodeled with designer finishes completes this level. The living area opens via an oversized sliding door to a private outdoor patio and deck, ideal for relaxing after a long day. The upper level includes a loft area overlooking the lower level and is an ideal flex space with neighborhood views. The second floor also includes two additional bedrooms and another remodeled full bath. An attached one-car garage is below the unit, and there is an additional driveway parking space. Part of a 4-unit HOA with low fees, and in a great location near shops, restaurants, and transit.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/1464-34th-St-94608/home/22956763","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-5"
"833","1483895","5851 Morpeth St, Oakland, CA 94618","37.8403339","-122.2290269","1760000","USD","5","3","2419","4346","MARIA CAVALLO-MERRION","COMPASS","ANITA BECKER - COMPASS","1637300","","","1937","Single Family Residential","","","Sold","40943725","https://ssl.cdn-redfin.com/photo/10/bigphoto/725/40943725_1.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Rare 5bed/3bath home in Upper Rockridge. Gorgeous hardwood floors greet you as you enter. Elegant, sun filled living room with fireplace adjoins the spacious dining room. Eat-in kitchen with period details: rounded cabinets, shelves and breakfast nook. Two bedrooms can be found on the second level, both with hardwood floors and overlook the rear yard. Quaint, vintage bathroom is close-by. Primary suite is tucked away on the mezzanine level for plenty of privacy; enjoy peek-a-boo views and a sweet balcony. Flexible floor plan with two more bedrooms and bath upstairs. The separate entrance is ideal for a au-pair suite or can serve as home office, media room, guest room. Sunny yard with gazebo, fireplace and vegetable beds: plenty of space for the entire family to enjoy. Great storage and attached 2 car garage with interior access. Minutes to schools, College Ave shops/restaurants, BART and other transport options. Montclair Village also blocks away! https://tinyurl.com/y7m2fddo","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/5851-Morpeth-St-94618/home/1483895","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-8"
"362","867222","2407 Havenscourt Blvd, Oakland, CA 94605","37.7661598","-122.1873096","765000","USD","3","2","1109","4000","WILLIAM CHARMAN","Compass","","778147","","","1925","Single Family Residential","","","Sold","40942936","https://ssl.cdn-redfin.com/photo/10/bigphoto/936/40942936_1.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Warm and classic 3 bd/2 bath 1920's Bungalow, fully renovated and updated with new EVERYTHING circa 2017, bolted, braced, and seismic retrofit in 2019. The cosy and inviting living room features a large, south facing picture window, abundant natural light, period details, and a fantastic and virtually brand new gas fireplace, while the spacious kitchen includes ample work space and quality stainless appliances. HUGE closest in all 3 bedrooms for plenty of storage. Fenced and private backyard with gorgeous new pergola, raised beds for gardening/growing your own produce, and a perfect patio adjacent to a large, detached 1.5 car garage with tons of space and interesting potential...convert to studio, home office, or possible ADU? Convenient and central location with easy access to 580/880 commutes, BART, Oakland Airport, Mills College, and all the best of the East Bay!","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/2407-Havenscourt-Blvd-94605/home/867222","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-4"
"123","1458762","9499 E St, Oakland, CA 94603","37.7436597","-122.1785296","555000","USD","2","1","1100","9550","JOHN SIMPSON","JJ&S HOLDINGS","","584397","","","1906","Single Family Residential","","","Sold","40923983","https://ssl.cdn-redfin.com/photo/10/bigphoto/983/40923983_0.jpg | | | | | | | | | | | | | | | | | | | | | | |","CLEAN & SHARP!!! 2 Bedroom 1 Bath Property on a generous 9,000+ Sq. Ft. Lot. Interior has been tastefully remodeled with updated Bathroom and tile floors throughout. Natural light pours in to give the space a comfortable & relaxing feel. The Detached Garage was converted into additional space. Lots of possibilities and customizations.. The property offers Motion Sensor exterior lights, a 7 camera surveillance system, AND an Enormous Backyard perfect for relaxing, entertaining, and/or whatever your creative minds desire.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/9499-E-St-94603/home/1458762","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-2"
